URL,URL_LENGTH,NUMBER_SPECIAL_CHARACTERS,CHARSET,SERVER,CACHE_CONTROL,CONTENT_LENGTH,WHOIS_COUNTRY,WHOIS_STATE_CITY,WHOIS_REG_YEAR,UPDATE_YEAR,DOMAIN_NAME,TCP_CONVERSATION_EXCHANGE,DIST_REMOTE_TCP_PORT,REMOTE_IPS,APP_BYTES,UDP_PACKETS,SOURCE_APP_PACKETS,REMOTE_APP_PACKETS,SOURCE_APP_BYTES,REMOTE_APP_BYTES,APP_PACKETS,DNS_QUERY_TIMES,TIPO
B0_1362,51,10,ISO-8859-1,Apache/2.2.29 (Unix),None,6130,US,Utr,2007,2016,worldflicks.org,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1391,51,9,ISO-8859-1,Apache/2.2.29 (Unix),"private, no-cache, no-store, must-revalidate",11260,US,California,1997,2016,facebook.com,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_150,51,10,iso-8859-1,Apache/2.2.29 (Unix),None,231,CN,Bejingshi,2000,2017,tootoo.com,7,1,2,769,0,9,10,1298,909,9,2,Benigna
B0_2186,51,9,ISO-8859-1,Apache/2.2.29 (Unix),no-cache,6748,US,California,1999,2013,pipl.com,17,8,6,1278,0,17,10,634,1278,17,0,Benigna
B0_2212,51,12,ISO-8859-1,Apache/2.2.29 (Unix),None,1819,US,California,2002,2017,linkedin.com,28,13,12,1872,0,28,19,1323,1872,28,0,Benigna
B0_2227,51,8,ISO-8859-1,Apache/2.2.29 (Unix),None,162,US,Washington,2005,2016,maplevalleyreporter.com,4,2,3,396,0,4,3,184,396,4,0,Benigna
B0_267,51,11,us-ascii,Apache/2.2.0 (Fedora),None,324,CA,Ontario,2001,2017,cairp.ca,22,6,8,1651,0,24,17,1388,1787,24,2,Benigna
B0_347,51,10,utf-8,Apache/2.2.0 (Fedora),"public, max-age=7200",11260,US,Colorado,1996,2016,songlyrics.com,39,3,8,3637,0,45,37,44294,4127,45,6,Benigna
B0_377,51,11,utf-8,Microsoft-HTTPAPI/2.0,"max-age=0, private, must-revalidate",58090,US,California,2007,2018,archdaily.com,2,0,1,132,0,2,2,124,132,2,0,Benigna
B0_435,51,10,UTF-8,Apache/2.2.15 (CentOS),None,11260,US,California,2003,2016,yelp.com,35,22,11,4677,0,41,33,14310,5093,41,6,Benigna
B0_479,51,11,UTF-8,AmazonS3,"no-store, no-cache, must-revalidate, no-cache, private",11260,US,Washington,2001,2016,enotes.com,28,16,12,3227,0,32,31,12120,3507,32,4,Benigna
B0_780,51,9,utf-8,Apache/2.2.0 (Fedora),None,15302,US,Arizona,2001,2016,collegeconfidential.com,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_787,51,11,iso-8859-1,nginx/1.12.0,None,239,US,Utah,1995,2016,ancestry.com,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_814,51,9,ISO-8859-1,Apache,"private, no-cache, no-store, must-revalidate",11260,US,California,1997,2016,facebook.com,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_837,51,8,ISO-8859-1,AmazonS3,None,57,US,Virginia,2002,2014,dailyscript.com,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_938,51,11,ISO-8859-1,Apache/2.2.0 (Fedora),None,557,US,Arizona,2000,2017,gogomag.com,0,0,0,0,0,0,0,0,0,0,0,Benigna
M0_104,52,14,UTF-8,Apache/2,"no-cache, must-revalidate, max-age=0",11260,CZ,Praha,2006,2017,pride-u-bike.com,41,0,1,2992,0,43,44,65646,3144,43,2,Maligna
M0_58,52,14,None,Apache/2.2.0 (Fedora),public,11260,CN,Bei Jing,2005,2016,heima8.com,14,1,8,1151,0,18,15,1211,1445,18,4,Maligna
B0_1007,52,9,ISO-8859-1,Apache/2.2.0 (Fedora),"private, no-cache, no-store, must-revalidate",11260,US,California,1997,2016,facebook.com,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1022,52,12,ISO-8859-1,Apache/2.2.0 (Fedora),no-cache,11260,US,Virginia,1992,2016,homes.com,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1076,52,10,utf-8,AmazonS3,"max-age=0, no-cache, no-store",17302,US,California,2005,2016,yardbarker.com,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1080,52,10,UTF-8,Apache/2,"no-store, no-cache, must-revalidate, post-check=0, pre-check=0",5315,US,California,1996,2017,roadsideamerica.com,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1115,52,10,ISO-8859-1,Apache/2.2.22 (Debian),"private, no-cache, no-store, must-revalidate",1516,US,Ohio,2004,2017,manta.com,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1166,52,11,UTF-8,Apache,"private, s-maxage=0, max-age=0, must-revalidate",11260,US,California,2001,2015,wikipedia.org,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1191,52,12,UTF-8,Apache/2.2.0 (Fedora),"no-store, no-cache, must-revalidate, post-check=0, pre-check=0",11260,US,Michigan,2005,2018,aceshowbiz.com,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1293,52,10,UTF-8,Apache/2.2.0 (Fedora),"no-store, no-cache, must-revalidate, post-check=0, pre-check=0",11260,US,California,1998,2017,gotickets.com,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1304,52,10,ISO-8859-1,Apache/2.2.22 (Debian),None,3529,US,California,1994,2017,allmusic.com,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1307,52,12,UTF-8,Apache/2,max-age=300,11260,US,California,1998,2017,go.com,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_181,52,11,UTF-8,Apache/2.2.0 (Fedora),"private, must-revalidate, max-age=0",8105,CH,Zollikon,1997,2015,astro.com,13,0,3,1428,0,17,11,1504,1712,17,4,Benigna
B0_2014,52,10,ISO-8859-1,Apache/2.2.0 (Fedora),None,1235,US,New York,1995,2013,webport.com,4,3,2,432,0,4,6,376,432,4,0,Benigna
B0_2032,52,9,ISO-8859-1,Apache,None,11,US,Kansas,2000,2017,absoluteastronomy.com,6,3,3,564,0,6,7,442,564,6,0,Benigna
B0_2109,52,10,UTF-8,Apache/2.2.0 (Fedora),no-cache,11260,US,New Jersey,1995,2016,century21.com,5,3,3,486,0,5,7,436,486,5,0,Benigna
B0_211,52,9,UTF-8,Apache/2,max-age=345600,9662,CA,Ontario,2008,2017,closinglogos.com,22,8,7,1628,0,26,25,14894,1944,26,4,Benigna
B0_2198,52,9,utf-8,Apache/2.2.0 (Fedora),"private, s-maxage=0, max-age=0, must-revalidate",44313,CA,Ontario,2003,2016,wikia.com,4,4,1,420,0,4,5,414,420,4,0,Benigna
B0_2232,52,10,us-ascii,nginx/1.12.0,"public, max-age=0",257,US,Washington,1999,2016,healthgrades.com,4,3,2,420,0,4,7,424,420,4,0,Benigna
B0_261,52,11,UTF-8,Apache/2.2.0 (Fedora),max-age=13,11260,US,Maryland,1998,2017,kfdm.com,60,4,5,4466,0,62,63,95122,4602,62,2,Benigna
B0_319,52,9,UTF-8,nginx/1.12.0,"no-cache, must-revalidate, max-age=0",11260,CA,Ontario,1998,2016,labradorwest.com,10,2,6,1197,0,14,17,1374,1503,14,4,Benigna
B0_325,52,10,utf-8,Apache,max-age=60,17167,US,Kansas,1998,2016,kusports.com,10,1,4,1257,0,14,15,1919,1555,14,4,Benigna
B0_401,52,10,UTF-8,Server,None,11260,US,Washington,1994,2014,amazon.com,51,35,10,5314,0,57,62,51761,5742,57,6,Benigna
B0_420,52,8,utf-8,nginx/1.10.0,max-age=900,11260,CA,British Columbia,2003,2016,usedregina.com,25,4,7,1682,0,29,30,25579,1986,29,4,Benigna
B0_670,52,11,None,Microsoft-IIS/8.5,None,0,US,New Jersey,1994,2016,nj.com,19,0,4,1538,0,23,8,1121,1852,23,4,Benigna
B0_696,52,11,ISO-8859-1,Nginx (OpenBSD),"no-store, no-cache, must-revalidate, post-check=0, pre-check=0",14863,DE,Gunzenhausen,2010,2018,waatp.com,16,2,3,1364,0,18,23,16978,1502,18,2,Benigna
B0_741,52,10,us-ascii,Apache/2.2.0 (Fedora),"public, max-age=0",257,US,Washington,1999,2016,healthgrades.com,29,25,1,4765,0,37,34,17280,5381,37,8,Benigna
B0_880,52,10,ISO-8859-1,Apache,"max-age=0, no-cache",5443,CA,Quebec,2007,2016,greenwood-centre-hudson.org,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_908,52,8,utf-8,Apache/2,None,11260,US,Wyoming,2016,2017,hottestcelebrities2000.com,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_909,52,10,UTF-8,nginx,None,11260,CA,Manitoba,2002,2016,readyayeready.com,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_954,52,11,utf-8,Microsoft-HTTPAPI/2.0,"private,no-cache,must-revalidate",11260,US,California,1995,2015,yahoo.com,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_956,52,11,UTF-8,nginx/1.10.0 (Ubuntu),"no-cache, no-store, max-age=0, must-revalidate",9801,US,California,2000,2016,blogspot.com,0,0,0,0,0,0,0,0,0,0,0,Benigna
M0_80,53,12,ISO-8859-1,nginx/1.12.0,None,242,US,Alabama,2007,2017,purplehorses.net,8,0,1,1156,0,10,10,2638,1316,10,2,Maligna
B0_1012,53,11,ISO-8859-1,Apache/2.2.22 (Debian),"private, no-cache, no-store, must-revalidate",11260,US,California,1997,2016,facebook.com,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1091,53,10,UTF-8,Apache/2.2.15 (CentOS),"max-age=300, must-revalidate",11260,US,Colorado,1999,2017,twincities.com,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1247,53,8,utf-8,Apache/2.2.22 (Debian),None,11158,US,Pennsylvania,1995,2014,fandango.com,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1264,53,10,UTF-8,Apache/2,None,11260,CA,Quebec,1997,2016,comicbookresources.com,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1325,53,12,UTF-8,Apache,max-age=300,11260,US,California,1998,2017,go.com,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_2048,53,10,ISO-8859-1,AmazonS3,None,22897,US,Pennsylvania,2006,2014,gazillionmovies.com,9,5,7,762,0,9,10,640,762,9,0,Benigna
B0_2119,53,11,UTF-8,Apache/2.2.15 (Red Hat),"no-store, no-cache, must-revalidate, post-check=0, pre-check=0",8466,US,New Hampshire,2004,2016,sputnikmusic.com,26,8,11,1668,0,26,13,894,1668,26,0,Benigna
B0_2131,53,10,UTF-8,Apache/2.2.29 (Unix),None,11260,CA,Quebec,1997,2016,comicbookresources.com,7,6,2,798,0,7,8,492,798,7,0,Benigna
B0_2268,53,9,UTF-8,Apache/2.2.29 (Unix),"no-store, no-cache, must-revalidate, post-check=0, pre-check=0",2023,US,Georgia,2005,2015,nevaehcabinrentals.com,12,3,3,960,0,12,16,1024,960,12,0,Benigna
B0_294,53,7,iso-8859-1,Apache/2.2.29 (Unix),None,11260,CA,Ontario,2002,2017,progressiverockbr.com,12,6,7,1017,0,18,17,1563,1503,18,6,Benigna
B0_472,53,12,iso-8859-1,Apache/2.2.29 (Unix),None,211,US,California,2001,2015,mediaroom.com,15,2,5,1944,0,21,21,2698,2416,21,6,Benigna
B0_556,53,12,ISO-8859-1,Apache/2.2.29 (Unix),None,359174,CA,Ontario,1996,2016,gutenberg.org,15,4,3,2232,0,19,22,3283,2532,19,4,Benigna
B0_91,53,11,ISO-8859-1,Apache/2.2.29 (Unix),None,11260,US,Arizona,2008,2015,mp3boo.com,16,3,8,1277,0,20,19,2663,1559,20,4,Benigna
B0_951,53,12,UTF-8,Apache/2.2.29 (Unix),"no-store, no-cache, must-revalidate, no-cache, private",11260,US,Washington,2001,2016,enotes.com,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_977,53,9,UTF-8,Apache/2.2.29 (Unix),"max-age=0, no-cache, no-store",20309,US,California,1994,2015,tvguide.com,0,0,0,0,0,0,0,0,0,0,0,Benigna
M0_41,54,11,iso-8859-1,Apache/2.2.29 (Unix),None,228,US,Arizona,2005,2016,webcashmaker.com,5,0,2,582,0,9,9,1097,882,9,4,Maligna
M0_87,54,11,ISO-8859-1,Apache/2.2.29 (Unix),max-age=3600,17140,US,California,2005,2015,santacruzsuspension.com,29,1,7,4558,0,31,37,26259,4724,31,2,Maligna
B0_1002,54,11,ISO-8859-1,Apache/2.2.29 (Unix),None,7849,US,Pennsylvania,1995,2014,fandango.com,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1129,54,9,iso-8859-1,Apache/2.2.29 (Unix),None,341,US,Michigan,1998,2011,politicalgraveyard.com,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1188,54,9,us-ascii,Apache/2.2.29 (Unix),None,324,US,Florida,2002,2017,teamfanshop.com,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1301,54,8,ISO-8859-1,Apache/2.2.29 (Unix),None,11,US,Kansas,2000,2017,absoluteastronomy.com,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1315,54,11,utf-8,Apache/2.2.29 (Unix),"max-age=0, private",11260,US,California,1995,2015,yahoo.com,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_174,54,9,ISO-8859-1,Apache/2.2.29 (Unix),max-age=605800,3020,CA,Ontario,1998,2017,tradingcharts.com,34,7,6,2881,0,38,33,39646,3219,38,4,Benigna
B0_2007,54,12,UTF-8,Apache/2.2.29 (Unix),None,11260,US,Virginia,1992,2016,homes.com,5,5,2,474,0,5,8,535,474,5,0,Benigna
B0_2045,54,12,UTF-8,Apache/2.2.29 (Unix),"private, s-maxage=0, max-age=0, must-revalidate",11260,US,California,2001,2015,wikipedia.org,11,7,2,1166,0,11,7,426,1166,11,0,Benigna
B0_2133,54,10,UTF-8,Apache/2.2.29 (Unix),None,11260,US,California,1999,2012,alibaba.com,3,3,1,366,0,3,3,182,366,3,0,Benigna
B0_230,54,10,ISO-8859-1,Apache/2.2.29 (Unix),"max-age=3600, public",18952,US,California,2005,2016,armorgames.com,1194,12,8,99843,0,1198,1284,2060012,100151,1198,4,Benigna
B0_247,54,9,ISO-8859-1,Apache/2.2.29 (Unix),"private, no-cache, no-store, must-revalidate",11260,US,California,1997,2016,facebook.com,58,39,7,5998,0,64,48,43787,6438,64,6,Benigna
B0_320,54,10,utf-8,Apache/2.2.29 (Unix),"max-age=0, private, must-revalidate",11260,US,California,2002,2014,goodreads.com,37,0,5,7178,0,43,41,20954,7644,43,6,Benigna
B0_370,54,10,ISO-8859-1,Apache/2.2.0 (Fedora),None,5438,US,Texas,2000,2017,midtexmapping.com,40,9,9,4562,0,44,44,49870,4884,44,4,Benigna
B0_4,54,9,UTF-8,Apache/2.2.0 (Fedora),None,193,US,Washington,2015,2016,findoha.com,4,1,3,280,0,6,7,542,422,6,2,Benigna
B0_478,54,9,us-ascii,Microsoft-HTTPAPI/2.0,None,324,US,Arizona,2005,2017,naturalnews.com,34,2,5,5325,0,40,44,86136,5785,40,6,Benigna
B0_48,54,11,UTF-8,Apache/2.2.15 (CentOS),"no-store, no-cache, must-revalidate, post-check=0, pre-check=0",26,US,Florida,1996,2015,hotmovies.com,20,11,6,3025,0,26,25,9200,3479,26,6,Benigna
B0_594,54,10,UTF-8,AmazonS3,None,11260,US,California,1995,2016,archive.org,12,7,1,2036,0,16,17,7035,2320,16,4,Benigna
B0_665,54,10,UTF-8,Apache/2.2.0 (Fedora),"private, s-maxage=0, max-age=0, must-revalidate",20518,US,California,2001,2015,wikipedia.org,43,38,5,5591,0,51,56,46553,6231,51,8,Benigna
B0_750,54,12,utf-8,nginx/1.12.0,"max-age=86400, public",1682,US,Florida,1998,2014,daviscup.com,12,1,5,1404,0,16,17,1587,1700,16,4,Benigna
B0_799,54,11,UTF-8,Apache,"no-store, no-cache, must-revalidate, post-check=0, pre-check=0",9208,AU,New South Wales,2000,2014,liquip.com,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_858,54,12,us-ascii,AmazonS3,None,324,CA,Ontario,2000,2017,gc.ca,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_968,54,11,iso-8859-1,Apache/2.2.0 (Fedora),None,11260,US,Massachusetts,1998,2016,hockeydb.com,0,0,0,0,0,0,0,0,0,0,0,Benigna
M0_102,55,12,UTF-8,Apache/2,"no-cache, must-revalidate, max-age=0",11260,CZ,Praha,2006,2017,pride-u-bike.com,52,0,1,3721,0,54,57,66445,3873,54,2,Maligna
M0_84,55,12,ISO-8859-1,Apache/2.2.0 (Fedora),None,11260,PA,Panama,2004,2016,revistaelite.com,26,12,3,3229,0,34,32,16895,3837,34,8,Maligna
B0_1039,55,10,ISO-8859-1,Apache/2.2.0 (Fedora),max-age=73255,14953,US,New York,2002,2014,metrolyrics.com,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1047,55,9,UTF-8,Apache/2.2.0 (Fedora),private,2080,US,California,1997,2015,craigslist.org,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1126,55,12,utf-8,AmazonS3,"no-store, no-cache, must-revalidate, post-check=0, pre-check=0",11260,US,Illinois,2003,2016,cartype.com,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1146,55,10,UTF-8,Apache/2,"max-age=21600, public",12275,US,Massachusetts,1997,2016,infoplease.com,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1168,55,11,ISO-8859-1,Apache/2.2.22 (Debian),None,11260,US,California,1998,2016,freeservers.com,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1187,55,10,UTF-8,Apache,"no-cache, must-revalidate, max-age=0",11260,US,Florida,1997,2016,prowrestling.com,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1339,55,12,utf-8,Apache/2.2.0 (Fedora),"no-store, no-cache, private, max-age=0",11260,US,California,1995,2015,yahoo.com,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1354,55,9,UTF-8,Apache/2.2.0 (Fedora),"no-store, no-cache, must-revalidate, post-check=0, pre-check=0",11260,SI,Maribor,2003,2015,thewallpapers.org,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1368,55,10,UTF-8,Apache/2.2.22 (Debian),"private, s-maxage=0, max-age=0, must-revalidate",11260,US,California,2001,2015,wikipedia.org,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1421,55,12,utf-8,Apache/2,"private, must-revalidate, s-maxage=0, max-age=0",66702,US,New York,1996,2016,answers.com,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_177,55,8,utf-8,Apache/2.2.0 (Fedora),max-age=900,11260,CA,British Columbia,2003,2016,usedmontreal.com,24,3,9,1715,0,26,31,22292,1867,26,2,Benigna
B0_201,55,11,UTF-8,Apache/2.2.0 (Fedora),"private, s-maxage=0, max-age=0, must-revalidate",11260,US,California,2001,2015,wikipedia.org,42,36,2,6128,0,50,50,41385,6736,50,8,Benigna
B0_2023,55,12,UTF-8,Apache,None,11260,BS,New Providence,2005,2016,yourbittorrent.com,21,3,13,1458,0,21,4,244,1458,21,0,Benigna
B0_2071,55,9,UTF-8,Apache/2.2.0 (Fedora),"no-cache, must-revalidate",11260,US,Florida,1999,2017,americantowns.com,8,3,3,696,0,8,5,306,696,8,0,Benigna
B0_21,55,10,UTF-8,Apache/2,None,13898,US,Delaware,1995,2017,kidshealth.org,31,3,5,3590,0,35,40,35749,3886,35,4,Benigna
B0_2141,55,10,utf-8,Apache/2.2.0 (Fedora),"private, s-maxage=0, max-age=0, must-revalidate",44324,CA,Ontario,2003,2016,wikia.com,4,3,2,432,0,4,4,244,432,4,0,Benigna
B0_2190,55,12,UTF-8,nginx/1.12.0,"private, s-maxage=0, max-age=0, must-revalidate",11260,US,California,2001,2015,wikipedia.org,13,4,7,1074,0,13,5,306,1074,13,0,Benigna
B0_2300,55,10,UTF-8,Apache/2.2.0 (Fedora),"private, s-maxage=0, max-age=0, must-revalidate",11260,US,California,2003,2016,wikimedia.org,11,5,7,882,0,11,10,628,882,11,0,Benigna
B0_346,55,12,UTF-8,nginx/1.12.0,no-cache,11260,US,Washington,1994,2014,amazon.com,36,27,7,4405,0,42,47,46271,4833,42,6,Benigna
B0_415,55,10,utf-8,Apache,private,11260,US,California,2003,2014,flickr.com,46,38,3,5666,0,54,67,69645,6250,54,8,Benigna
B0_502,55,10,UTF-8,Apache/2.2.0 (Fedora),"private, s-maxage=0, max-age=0, must-revalidate",11260,US,California,2001,2015,wikipedia.org,27,18,4,3101,0,31,30,13795,3405,31,4,Benigna
B0_664,55,9,ISO-8859-1,Apache/2,"private, no-cache, no-store, must-revalidate",11260,US,California,1997,2016,facebook.com,56,52,4,7621,0,66,74,58567,8357,66,10,Benigna
B0_706,55,9,ISO-8859-1,Apache/2.2.0 (Fedora),"private, no-cache, no-store, must-revalidate",11260,US,California,1997,2016,facebook.com,42,30,9,4861,0,48,44,43523,5301,48,6,Benigna
B0_716,55,9,ISO-8859-1,nginx/1.12.0,"private, no-cache, no-store, must-revalidate",11260,US,California,1997,2016,facebook.com,33,29,1,5665,0,43,36,19433,6401,43,10,Benigna
B0_815,55,10,UTF-8,nginx/1.12.0,private,20474,US,wisconsin,1998,2016,musicnotes.com,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_879,55,12,ISO-8859-1,Apache/2.2.0 (Fedora),None,1819,US,California,2002,2017,linkedin.com,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_936,55,10,UTF-8,Apache/2.2.0 (Fedora),"private, s-maxage=0, max-age=0, must-revalidate",40179,US,California,2003,2016,wikimedia.org,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_959,55,11,us-ascii,Apache/2.2.22 (Debian),None,324,DE,Bavaria,2008,2017,allstarpics.net,0,0,0,0,0,0,0,0,0,0,0,Benigna
M0_93,56,11,iso-8859-1,Apache/2,None,11260,PK,Punjab,2013,2016,downloads-whatsapp.com,7,0,2,752,0,9,9,1197,916,9,2,Maligna
B0_1,56,8,iso-8859-1,Apache/2.2.0 (Fedora),None,257,US,California,1999,2016,startedbyamouse.com,0,0,0,0,0,0,2,124,0,0,0,Benigna
B0_1124,56,11,utf-8,Apache/2.2.0 (Fedora),"private, max-age=0, must-revalidate",7215,US,California,2002,2017,insiderpages.com,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1144,56,11,None,Apache,None,0,US,New York,1998,2016,umdbulldogs.com,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1179,56,12,ISO-8859-1,Apache/2.2.0 (Fedora),None,1819,US,California,2002,2017,linkedin.com,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1214,56,9,UTF-8,Apache/2,"no-store, no-cache, must-revalidate, post-check=0, pre-check=0",965,CA,Quebec,1997,2015,canadiens.com,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1227,56,10,ISO-8859-1,Apache/2.2.0 (Fedora),"private, no-cache, no-store, must-revalidate",11260,US,California,1997,2016,facebook.com,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1276,56,12,UTF-8,nginx/1.12.0,None,3042,US,California,1998,2017,ask.com,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1317,56,10,us-ascii,Apache/2.2.0 (Fedora),None,324,US,Colorado,1993,2015,geosociety.org,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1396,56,11,UTF-8,nginx/1.12.0,None,8741,US,Georgia,2001,2014,tnt.tv,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_2062,56,10,UTF-8,Apache/2.2.0 (Fedora),no-cache,11260,US,Connecticut,1995,2015,ticketnetwork.com,4,3,2,432,0,4,5,310,432,4,0,Benigna
B0_2215,56,10,UTF-8,Apache,"private, max-age=0",14672,PA,Panama,1999,2016,wordreference.com,11,3,5,870,0,11,5,306,870,11,0,Benigna
B0_225,56,9,ISO-8859-1,Apache/2,"private, no-cache, no-store, must-revalidate",11260,US,California,1997,2016,facebook.com,57,51,3,8171,0,69,59,26659,9059,69,12,Benigna
B0_2281,56,11,iso-8859-1,nginx,None,229,CA,Saskatoon,2000,2015,usask.ca,5,5,3,450,0,5,7,479,450,5,0,Benigna
B0_249,56,9,ISO-8859-1,Microsoft-HTTPAPI/2.0,"private, no-cache, no-store, must-revalidate",11260,US,California,1997,2016,facebook.com,26,18,7,3928,0,32,27,10186,4368,32,6,Benigna
B0_28,56,11,us-ascii,nginx/1.10.0 (Ubuntu),None,324,DE,Bavaria,2008,2017,allstarpics.net,20,2,7,1876,0,26,17,2205,2354,26,6,Benigna
B0_394,56,11,iso-8859-1,nginx/1.12.0,None,189,CA,Ontario,2004,2016,craigslist.ca,25,13,7,2910,0,31,30,7648,3402,31,6,Benigna
B0_421,56,9,us-ascii,Apache/2.2.22 (Debian),None,324,US,Nevada,2003,2016,websters-online-dictionary.org,12,3,7,1080,0,14,14,2498,1260,14,2,Benigna
B0_473,56,9,ISO-8859-1,Apache/2.2.15 (CentOS),None,11260,CA,Quebec,2003,2017,librarising.com,15,2,5,1944,0,21,21,2698,2416,21,6,Benigna
B0_514,56,12,UTF-8,Apache/2.2.22 (Debian),None,11260,US,Massachusetts,2004,2017,wikilib.com,10,4,4,944,0,14,15,3869,1252,14,4,Benigna
B0_522,56,13,utf-8,Apache/2,"private, must-revalidate, s-maxage=0, max-age=0",67283,US,New York,1996,2016,answers.com,37,3,5,3050,0,43,44,65986,3492,43,6,Benigna
B0_56,56,12,ISO-8859-1,Apache,"private, no-cache, no-store, must-revalidate",1523,US,Ohio,2004,2017,manta.com,35,11,3,6351,0,43,46,22390,6989,43,8,Benigna
B0_615,56,10,us-ascii,AmazonS3,None,324,US,Arizona,2002,2016,clevelandfed.org,18,13,2,3354,0,24,18,8544,3810,24,6,Benigna
B0_714,56,12,UTF-8,Apache/2.2.15 (Red Hat),"private, s-maxage=0, max-age=0, must-revalidate",11260,US,California,2001,2015,wikipedia.org,8,3,3,847,0,16,18,1998,1435,16,8,Benigna
B0_853,56,9,ISO-8859-1,Apache/2.2.29 (Unix),None,1264,IL,Illinois,2008,2017,singerpictures.com,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_881,56,11,ISO-8859-1,Apache/2.2.29 (Unix),"no-cache,no-store,must-revalidate, post-check=0, pre-check=0",17072,DE,Berlin,2006,2018,aeriagames.com,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_943,56,11,utf-8,Apache/2.2.29 (Unix),None,17541,US,California,1998,2017,ehow.com,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_944,56,10,utf-8,Apache/2.2.29 (Unix),None,11260,US,Florida,2000,2016,baseball-reference.com,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_98,56,11,utf-8,Apache/2.2.29 (Unix),"max-age=0, private, must-revalidate",11260,US,Arizona,2001,2015,ratemyteachers.com,10,2,3,1256,0,14,14,1546,1576,14,4,Benigna
B0_984,56,11,ISO-8859-1,Apache/2.2.29 (Unix),None,11260,US,Arizona,2005,2017,bialke.com,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_986,56,11,UTF-8,Apache/2.2.29 (Unix),"no-cache, no-store, max-age=0, must-revalidate",3782,PA,Panama,2005,2017,lyriki.com,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1041,57,9,iso-8859-1,Apache/2.2.29 (Unix),None,355,US,Florida,1998,2017,lucinda.net,0,0,0,0,0,0,0,0,0,0,0,Benigna
B0_1092,57,11,UTF-8,Apache/2.2.29 (Unix),"private, s-maxage=0, max-age=0, must-revalidate",7340,US,California,2001,2015,wikipedia.org,0,0,0,0,0,0,0,0,0,0,0,Benigna
